"","Enterprise.Value","EBIT","Earnings.before.Tax","Operating.Cash.Flow","EBITDA","Net.Income.Com","Net.Income","Consolidated.Income","Free.Cash.Flow","Gross.Profit","Income.Tax.Expense","Financing.Cash.Flow","Issuance..buybacks..of.shares","Dividend.payments","Stock.based.compensation","Operating.Expenses","Total.shareholders.equity","Revenue","Depreciation...Amortization","Feature.1","Feature.2","Feature.3","Feature.4"
"94",57262881579,3.449e+09,3.306e+09,3.056e+09,3.96e+09,2.4e+09,2.4e+09,2.558e+09,2.62e+09,9.231e+09,9.06e+08,-2.679e+09,-9.09e+08,-1.591e+09,1.09e+08,5.537e+09,-1.02e+08,1.5544e+10,5.11e+08,-0.1911484897,1.294895411,-0.3003028631,-2.08295846
"95",19643905356,1.139e+09,1.054e+09,9.76e+08,1.305e+09,8.23e+08,8.23e+08,8.23e+08,7.82e+08,2.675e+09,2.31e+08,-3.99e+08,-2.26e+08,-4.5e+08,5.3e+07,1.536e+09,7.26e+08,6.124e+09,1.66e+08,-1.405281305,1.202476978,0.8353384137,-1.116571188
"96",9882057189,1.535e+09,1.535e+09,1.616e+09,1.655e+09,1.227e+09,1.235e+09,1.235e+09,1.526e+09,3.329e+09,3e+08,-1.744e+09,-1.286e+09,-2.63e+08,4.8e+07,1.794e+09,7.507e+09,3.329e+09,1.2e+08,-0.7353018522,-0.5409604907,1.492653012,0.05429302901
"97",2.6284e+11,1.8653e+10,1.5111e+10,2.4297e+10,2.9329e+10,1.1731e+10,1.1731e+10,1.1862e+10,1.1985e+10,9.4507e+10,3.38e+09,2.714e+10,-5.32e+09,-3.352e+09,8.26e+08,7.5498e+10,7.1613e+10,9.4507e+10,1.0676e+10,0.292835176,-1.120443225,0.8943969011,-0.2394245267
"98",67070386658,2.934e+09,2776300000,2440800000,3182700000,1962200000,1962200000,1963700000,2324100000,4309400000,814100000,-1.08e+09,11500000,-2149900000,96500000,1701800000,25918500000,4309400000,248700000,-2.021436214,1.363851428,1.120173573,-1.034657598
"99",11291281267,268436000,268436000,621552000,470415000,176553000,176553000,176553000,334162000,910992000,91883000,-166535000,-161124000,0,69164000,652624000,1441339000,4864985000,201979000,-2.227539778,1.330442667,1.456058741,-0.7380717397
"100",22408412533,2.821e+09,2.707e+09,2.378e+09,3.432e+09,2.141e+09,2.141e+09,2.187e+09,1.614e+09,5.737e+09,5.66e+08,-1.4e+09,-1.14e+09,-7.18e+08,5.3e+07,3.299e+09,7.348e+09,2.3771e+10,6.11e+08,0.4409382641,-0.258995533,0.6100824475,-0.5919594765
"101",25670404804,1.533e+09,1.075e+09,1.703e+09,2.466e+09,6.57e+08,6.57e+08,6.59e+08,-3.71e+08,2.398e+09,4.18e+08,8.74e+08,4.1e+07,-4.07e+08,0,9.33e+08,4.755e+09,6.873e+09,9.33e+08,0.6837109327,-0.4604384601,0.785933435,-0.3284326196
"102",24299473815,1.717e+09,1.374e+09,1.234e+09,2.212e+09,9e+08,9e+08,8.94e+08,5.59e+08,8.421e+09,4.74e+08,4.612e+09,2.708e+09,0,1.45e+08,6.963e+09,1.0917e+10,6.0116e+10,4.95e+08,-0.4603711367,-0.4984818399,0.8758024573,-0.5597113371
"103",19142632855,8.75e+08,5.14e+08,2.136e+09,2.118e+09,3.33e+08,3.68e+08,3.68e+08,4.85e+08,2.074e+09,1.46e+08,3.053e+09,1.844e+09,-4.99e+08,0,1.243e+09,8.058e+09,1.0589e+10,1.243e+09,0.07703353465,0.1079449207,0.5832073092,-0.8063269854
"104",81522694911,7.308e+09,7.308e+09,1.2978e+10,9.704e+09,5.71e+09,6.015e+09,6.015e+09,1.2104e+10,2.222e+10,1.293e+09,1.777e+09,-2.071e+09,-1.038e+09,1.7e+08,1.4902e+10,5.1668e+10,2.222e+10,2.396e+09,0.3903139234,-2.065607071,1.410033464,0.4556502998
"105",10803022139,771338000,698137000,1104903000,1188817000,557043000,557043000,557043000,210433000,1414931000,141094000,-1289280000,-872761000,-111369000,31443000,644267000,2088159000,2188148000,417479000,-0.3671575189,-0.290767312,0.6435895562,-0.8103078008
"106",52925693519.2237,1.374e+09,1.112e+09,-3.1e+08,1.964e+09,1.032e+09,1.032e+09,1.032e+09,-5.67e+08,2.283e+09,8e+07,6.1e+08,-1.2e+07,-996305764.453961,9.3e+07,8.17e+08,7.107e+09,8.665e+09,5.9e+08,0.5429611206,-0.6586291194,0.4594653845,-0.7092245817
"107",14638371257,414600000,331900000,668900000,689700000,139900000,139900000,139900000,475300000,1632300000,1.92e+08,844400000,1800000,-2900000,43200000,1229200000,3307600000,2532800000,275100000,0.3452233672,-0.6373606324,0.3082061112,-0.9356078506
"108",79122931717,1.066e+10,9.925e+09,1.2934e+10,1.6616e+10,6.257e+09,6.257e+09,6.305e+09,6.184e+09,1.8172e+10,3.668e+09,-9.359e+09,-2.878e+09,-1.363e+09,0,7.128e+09,3.1939e+10,3.8727e+10,5.956e+09,-0.1209638566,-0.1096329913,1.604366183,0.2887050807
"109",1.02235e+11,4.556e+09,4.397e+09,5.774e+09,5.993e+09,3.134e+09,3.134e+09,3.179e+09,2.805e+09,1.8424e+10,1.263e+09,-1.281e+09,-3.28e+08,-6.89e+08,5.44e+08,1.3944e+10,1.2799e+10,1.41576e+11,1.437e+09,-1.527710557,3.91067338,1.175296426,-1.276981831
"110",17572052448,71500000,-193500000,413700000,808500000,-168800000,-168800000,-127800000,-32700000,5790200000,-24700000,69300000,22600000,-375800000,30600000,5636900000,8849700000,9.398e+09,7.37e+08,-0.3983227313,-0.4770413935,0.7338292599,-0.6888626814
"111",21775432051,5.5e+08,3.67e+08,1.305e+09,9.44e+08,2.61e+08,2.61e+08,2.61e+08,8.98e+08,2.374e+09,1.06e+08,5.807e+09,-8.6e+07,-4.26e+08,6.1e+07,1.364e+09,1.364e+09,6.615e+09,3.94e+08,-0.6742939353,0.1363578737,1.081307411,-0.4705403745
"112",79476193000,5.07e+08,4.2e+08,2.738e+09,1.26e+09,3.6e+08,3.6e+08,3.6e+08,2.204e+09,7.767e+09,6e+07,2.21e+08,6.5e+08,0,9.97e+08,7.313e+09,1.0376e+10,1.054e+10,7.53e+08,2.464410305,-0.1358571351,-0.2499845624,-1.06840682
"113",1.77342e+11,1.3982e+10,1.3039e+10,1.3666e+10,1.6174e+10,1.1e+08,1.1e+08,1.1e+08,1.2891e+10,3.0606e+10,1.2929e+10,-3.1764e+10,-1.7627e+10,-5.968e+09,1.576e+09,1.8297e+10,4.3204e+10,4.933e+10,2.192e+09,-0.467617631,-0.3598886728,1.033575296,-0.392970711
"114",66109837029,4.943e+09,4.304e+09,4.641e+09,6.274e+09,3.309e+09,3.309e+09,3.309e+09,3.215e+09,4.773e+09,9.95e+08,-2.5e+09,-4.671e+09,-7.51e+08,0,0,1.258e+10,1.225e+10,1.331e+09,-1.957386136,4.133430958,1.584946752,-1.037552714
"115",21846469390,1009830000,899655000,964160000,1289246000,842586000,842586000,842586000,692461000,2908523000,57069000,-864140000,-85471000,-175589000,112835000,1958689000,3016526000,6476632000,279416000,3.165313005,1.665432811,-0.4505986273,-1.479891062
"116",51914987941,6.14e+08,-1.563e+09,7.032e+09,5.734e+09,-1.733e+09,-1.733e+09,-1.733e+09,4.015e+09,1.2581e+10,1.7e+08,-4.023e+09,0,-2.312e+09,1.86e+08,1.2011e+10,1.9828e+10,2.3443e+10,5.12e+09,2.587433815,0.03525099531,-0.179253459,-0.9812488556
"117",32990698011,2.826e+09,2.799e+09,2.592e+09,3.324e+09,2.101e+09,2.101e+09,2.101e+09,2.215e+09,6.287e+09,6.98e+08,-1.693e+09,-1.08e+09,-4.68e+08,2.67e+08,3.486e+09,1.1424e+10,1.6125e+10,4.98e+08,-2.052432775,-0.3236720562,2.161625147,0.3288280368
"118",14502581696,709617000,629455000,1035345000,851513000,575667000,575667000,575667000,965991000,2540100000,53788000,-1658041000,-1260989000,-46799000,203619000,1862140000,551519000,2973903000,141896000,2.149790287,-0.5573881269,-0.393740207,-1.25937295
"119",1.336e+11,4.027e+09,1.408e+09,8.865e+09,6.745e+09,-5.94e+08,-5.94e+08,-5.96e+08,6.828e+09,3.1538e+10,2.002e+09,3.6819e+10,2.42e+08,-2.038e+09,2.8e+08,2.7517e+10,5.8225e+10,1.94579e+11,2.718e+09,-1.869273186,4.135510921,1.090615273,-1.541772366
"120",2.31987e+11,2.1287e+10,2.0539e+10,3.0618e+10,4.0706e+10,1.4824e+10,1.4824e+10,1.486e+10,1.9218e+10,4.635e+10,5.715e+09,-1.3699e+10,-6.04e+08,-8.502e+09,0,2.5027e+10,1.54554e+11,1.66339e+11,1.9419e+10,-0.7150233388,-1.705746293,1.711875439,0.4071315825
"121",24452717544,3.038e+09,2.889e+09,2.558e+09,4.516e+09,2.286e+09,2.286e+09,2.286e+09,-1.64e+08,3.201e+09,6.03e+08,-3.42e+08,-6.4e+07,0,8.2e+07,1.103e+09,1.8768e+10,4.151e+09,1.478e+09,0.3688995242,-0.1070655212,0.9402250648,-0.2753258646
"122",81496258192,4.52e+09,3.027e+09,4.773e+09,6.8e+09,2.447e+09,2.447e+09,2.549e+09,3.68e+08,5.624e+09,5.8e+08,-2.209e+09,2.461e+09,-2.185e+09,0,2.023e+09,2.0107e+10,1.3366e+10,2.28e+09,-1.381373405,-0.5342960358,1.889626861,0.2859618366
"123",49174373180,5.462e+09,5.151e+09,7.014e+09,7.791e+09,3.935e+09,3.935e+09,3.935e+09,1.846e+09,2.6493e+10,1.216e+09,-1.726e+09,-1.575e+09,-9.09e+08,0,2.1229e+10,1.3687e+10,4.4438e+10,2.329e+09,-1.264717102,-0.06674198061,1.428627253,-0.2568509877
"124",80341495163,5298900000,4095300000,1820300000,7.226e+09,2368400000,2368400000,2370600000,352900000,11786500000,1726900000,876400000,-7.41e+08,-805800000,83800000,6512200000,1.1288e+10,37357700000,1927100000,-1.421093345,3.308568239,0.9995761514,-1.325836062
"125",31898196414,3.544e+09,3.544e+09,5.191e+09,3.979e+09,2.689e+09,2.689e+09,2.742e+09,4.937e+09,7.674e+09,8.55e+08,7.146e+09,-2.059e+09,-5.52e+08,0,4.077e+09,1.113e+10,7.674e+09,4.35e+08,2.342697144,1.313905954,0.9295321107,-0.001870844164
"126",29742801086,2004316000,1907280000,1802108000,2408547000,1538960000,1538960000,1538960000,1157080000,7221359000,368320000,-1077554000,-571679000,-282931000,34323000,5213541000,6125774000,23470967000,404231000,1.801417947,-0.6139363647,-0.001469207811,-0.8781768084
"127",15088724183,1.085e+09,9.18e+08,1.2e+09,1.394e+09,7.36e+08,7.36e+08,7.88e+08,8.17e+08,2.605e+09,1.82e+08,-4.01e+08,-2.23e+08,-2.66e+08,6.1e+07,1.504e+09,5.216e+09,7.531e+09,3.09e+08,-0.6540718675,-0.8286889791,1.455975652,0.08815848827
"128",17617332408,2.058e+09,2.058e+09,545200000,2120400000,1460300000,1460300000,1462300000,406900000,3669900000,597700000,-82500000,-80100000,-188400000,55800000,1.658e+09,8984400000,1.6068e+10,62400000,-0.9052670598,-0.3136318326,1.141231775,-0.4246679246
"129",81229586733,3450200000,3292800000,4.022e+09,4757900000,2650900000,2650900000,2650900000,3372600000,11107100000,641900000,-797400000,9.6e+07,-433400000,151400000,7703300000,28214400000,1.9893e+10,1307700000,0.09180240333,0.325933516,0.4010055959,-1.031522989
"130",1.89601e+11,1.4835e+10,1.4261e+10,1.4295e+10,1.7846e+10,1.2598e+10,1.2598e+10,1.3066e+10,9.83e+09,2.6708e+10,1.663e+09,-8.843e+09,-3.367e+09,-2.515e+09,3.93e+08,1.1904e+10,4.8773e+10,5.9434e+10,3.011e+09,2.671110392,-0.6723473072,-0.0488004759,-0.7444854379
"131",28758395616,1.664e+09,9.35e+08,2.576e+09,3.062e+09,5.94e+08,5.94e+08,6.81e+08,2.429e+09,6.618e+09,3.41e+08,-2.83e+08,5.4e+07,0,8e+07,4.768e+09,8.386e+09,1.0553e+10,1.398e+09,1.981606603,-0.0519781895,-0.2117201984,-1.181753278
"132",52925693519.2237,1.684e+09,1.022e+09,2.576e+09,6.437e+09,6.14e+08,6.14e+08,6.14e+08,2.429e+09,6.618e+09,3.41e+08,-2.83e+08,0,-996305764.453961,8e+07,4.018e+09,8.386e+09,1.0553e+10,4.686e+09,0.91072613,-0.7314203978,0.7410056591,-0.2667757273
"133",24761776958,2123781000,2108775000,2517841000,2835805000,1575091000,1575091000,1655491000,2123903000,4354553000,533684000,-1134545000,19981000,0,36261000,2206932000,8595688000,13621302000,712024000,2.433564425,0.1082437858,0.3040247262,-0.4713027775
"134",32954128551,654859000,333330000,1385324000,1425134000,249930000,331246000,341115000,60162000,1959897000,2084000,1757269000,7068000,-849466000,27159000,1410110000,9858644000,3046478000,770275000,1.177564502,-0.5182642341,0.4938262701,-0.4842580259
"135",29532237344,2005800000,1.704e+09,1510200000,2.617e+09,1714300000,1714300000,1714300000,878300000,7021900000,-10300000,-651500000,3.5e+07,0,65700000,5022800000,7182300000,22245500000,611200000,-0.2049940377,-1.79582727,1.859779239,0.7316105962
"136",13150060220,835472000,704500000,798635000,1118052000,570267000,570267000,570267000,633549000,2559556000,134233000,-897838000,-894977000,-283570000,23698000,1716444000,2768666000,6992118000,282580000,-0.4445432425,0.7224998474,1.827507138,0.3449314535
"137",52925693519.2237,477563000,392557000,484407000,733813000,383729000,383729000,387268000,-227428000,595617000,8828000,-58087000,34913000,-291502000,0,156705000,4658201000,947870000,256250000,2.674355507,1.362160921,-0.1069020554,-1.112553716
"138",11682980217,7.59e+08,597900000,1001300000,1072100000,5.96e+08,5.96e+08,5.96e+08,608600000,1745400000,1900000,-636600000,-1.97e+08,-313500000,42800000,978600000,2194800000,8080100000,313100000,-1.071259379,-0.3369245231,1.096247792,-0.5088299513
"139",34130330147,1.777e+09,1.218e+09,2.68e+09,2.901e+09,1.12e+09,1.12e+09,1.118e+09,-3.3e+07,3.15e+09,9.8e+07,6.54e+08,0,-6.2e+08,0,1.556e+09,1.0237e+10,1.4212e+10,1.124e+09,-1.835417867,0.8139718771,1.373332858,-0.6201377511
"140",1.19018e+11,5.208e+09,3.114e+09,7.186e+09,9.904e+09,2.666e+09,2.666e+09,2.644e+09,-2.203e+09,9.25e+09,4.48e+08,2.96e+09,1.838e+09,-2.471e+09,0,4.163e+09,4.3817e+10,2.4521e+10,4.696e+09,-2.208774567,-0.2211715281,2.258897543,0.3917379975
"141",18226221000,905229000,417794000,1771640000,1496264000,159394000,159394000,333040000,784502000,3209338000,258400000,-625354000,-1147934000,0,73061000,1679030000,3703442000,11404851000,591035000,-0.09591767937,-0.9131557345,1.027431011,-0.2250968069
"142",12593228000,3.814e+09,3.22e+09,2.704e+09,5.472e+09,3.064e+09,3.064e+09,3.224e+09,1.211e+09,4.146e+09,1.56e+08,-4.203e+09,-2.956e+09,-1.49e+08,1.61e+08,2.632e+09,9.186e+09,1.0734e+10,1.658e+09,-0.6702706814,-0.9893198609,1.42073977,0.0348120667
"143",30001983498,1.829e+09,1.509e+09,2.567e+09,3.843e+09,1.751e+09,1.751e+09,1.782e+09,2.343e+09,5.416e+09,-2.42e+08,-1.89e+09,6e+06,-1.74e+08,9.3e+07,3.881e+09,1.3487e+10,2.1733e+10,2.014e+09,-0.7249815464,0.1760475785,0.9140244126,-0.6885764003
"144",32075747566,1.449e+09,1.449e+09,1.692e+09,1.585e+09,1.043e+09,1.043e+09,1.043e+09,1.585e+09,3.873e+09,4.06e+08,-6.43e+08,-5.23e+08,0,2.42e+08,2.439e+09,4.595e+09,5.15e+09,1.36e+08,1.324296117,-0.2856267691,-0.2785365283,-1.354737997
"145",31342559476,2.72e+09,2.72e+09,2.658e+09,3.416e+09,2.53e+09,2.53e+09,2.53e+09,2.007e+09,8.364e+09,1.9e+08,-5.398e+09,-4.393e+09,0,5.38e+08,6.142e+09,6.281e+09,1.0746e+10,6.96e+08,-1.029065967,-0.8343685865,1.150411725,-0.383831054
"146",49495944212,2015700000,1793400000,2277700000,2.954e+09,1429100000,1429100000,1440300000,1460600000,6042300000,364300000,-1172700000,-562400000,-496500000,94400000,4095300000,8003200000,14668200000,938300000,-0.818500638,-0.7152576447,1.128942251,-0.3631650209
"147",43516092764,2.602e+09,1.783e+09,2.695e+09,4.04e+09,1.382e+09,1.382e+09,1.382e+09,-1.05e+09,6.237e+09,4.01e+08,2.938e+09,7.05e+08,-8.42e+08,0,3.573e+09,1.6726e+10,1.2337e+10,1.438e+09,0.09979964048,-0.7586377859,0.8888741136,-0.3194633424
"148",13641056921,453300000,349800000,672200000,769200000,299800000,299800000,306300000,350300000,1971700000,5e+07,-3.11e+08,11800000,-187900000,42500000,1523700000,3107800000,3412100000,315900000,-0.8857504129,0.5845164657,1.204638958,-0.4632507265
"149",31995302165,-3.07e+08,-1.041e+09,3.177e+09,1.633e+09,-4.23e+08,-3.02e+08,-3.16e+08,-1.332e+09,4.454e+09,-7.39e+08,8.2e+07,2.6e+07,-7.88e+08,0,5.006e+09,1.154e+10,1.2657e+10,1.94e+09,-1.721772552,4.054930687,1.00137496,-1.54912293
"150",53220134299,2.099e+09,1.971e+09,2.562e+09,2.63e+09,1.108e+09,1.108e+09,1.117e+09,1.933e+09,1.0839e+10,8.63e+08,-1.172e+09,-5.77e+08,-5.46e+08,2.36e+08,8.784e+09,4.688e+09,1.3683e+10,5.31e+08,-0.007358757313,-0.6758430004,0.8055151105,-0.4735501707
"151",16180478297,1.541e+09,1.306e+09,1.543e+09,2.145e+09,1.08e+09,1.08e+09,1.084e+09,1.015e+09,2.479e+09,2.26e+08,-1.04e+09,-4e+08,-3.18e+08,0,9.8e+08,5.803e+09,1.0151e+10,6.04e+08,-0.6893924475,0.1444372833,0.9546930194,-0.6238003373
"152",52461065380,2.805e+09,2.646e+09,2.892e+09,3.563e+09,2.203e+09,2.203e+09,2.224e+09,2.275e+09,7.432e+09,4.43e+08,-2.092e+09,-1e+09,-1.229e+09,2.16e+08,4.606e+09,8.947e+09,1.7408e+10,7.58e+08,2.228786707,-2.637630463,0.6081890464,0.1630193889
"153",55100972206,4486050000,4240998000,7768608000,7921458000,3419040000,3419040000,3419040000,1692133000,9600224000,821958000,-839103000,-42896000,-438045000,155337000,5130878000,19364188000,17275399000,3435408000,-1.04210043,1.091452599,-0.4943138659,-2.539757013
"154",39064265327,954532000,433038000,1815426000,2182021000,365359000,365359000,365359000,-280748000,2466179000,67679000,470912000,438308000,-738600000,180716000,1488796000,7219279000,5071654000,1227489000,0.482855469,-0.6244885325,0.9972102046,-0.1157865524
"155",33022391524,1071773000,658413000,1356295000,1861890000,654445000,657535000,685192000,986032000,1698800000,878000,-963910000,34534000,-782122000,0,840240000,10173204000,2578434000,790117000,-2.025882959,-0.1924577057,1.648910761,-0.2371190935
"156",10154398140,-2712121000,-2941079000,2976256000,-905008000,-2244568000,-2244568000,-2007158000,-755508000,2665092000,-696511000,859020000,-536957000,-31375000,25189000,5513565000,10958229000,4557868000,1807113000,-1.855562687,-1.068607211,2.142349005,0.4662460387
"157",35133909952,1820777000,1321972000,1783978000,2640707000,1.033e+09,1.033e+09,1040519000,-545469000,3244266000,288972000,729937000,0,-640110000,0,1544336000,11486817000,8448201000,819930000,-1.415763021,3.753239393,0.8450446725,-1.593326092
"158",21654369435,610645000,390153000,826554000,1090529000,390153000,390153000,413599000,473787000,983657000,0,-676392000,-45939000,-484182000,6266000,533529000,6267073000,1400053000,479884000,-2.06713295,1.018453598,1.069825053,-1.052785873
"159",8034009997,1.418e+09,1.418e+09,1.686e+09,1.662e+09,1.016e+09,1.052e+09,1.052e+09,1.574e+09,2.873e+09,3.66e+08,4.5e+07,-1.139e+09,-3.6e+07,4.6e+07,1.451e+09,6.562e+09,2.873e+09,2.44e+08,-1.377315402,0.6344159842,-0.136521861,-2.144904375
"160",36838244000,2.694e+09,2.423e+09,2.658e+09,3.597e+09,2.145e+09,2.145e+09,2.146e+09,2.093e+09,7.098e+09,2.78e+08,-2.581e+09,-1.271e+09,-1.149e+09,0,4.407e+09,1.6107e+10,2.1609e+10,9.03e+08,-1.046315193,0.5457053185,1.143826127,-0.5915247202
"161",33242581445,533077000,-174271000,2385247000,2573632000,848661000,862555000,862555000,-1885970000,3060685000,-1036826000,1420442000,103315000,-647704000,0,2591320000,8844305000,11009452000,2040555000,0.9517803192,-0.257714361,0.8119154572,-0.2215916365
"162",31657376533,791300000,761400000,926800000,868700000,722200000,722200000,722200000,688100000,2783400000,39200000,-1101200000,-648500000,0,7.1e+07,2033800000,3140400000,3722800000,77400000,-1.91909039,4.194496155,1.169554949,-1.494243741
"163",77740139545,3.684e+09,2.13e+09,8.644e+09,9.655e+09,2.01e+09,2.01e+09,2.084e+09,1.05e+09,8.195e+09,1.2e+08,-2.19e+08,1.05e+08,-1.332e+09,0,4.297e+09,3.0764e+10,3.5985e+10,5.971e+09,0.5029167533,-0.510563314,0.03024536371,-1.211141229
"164",10827923275,816738000,816738000,572804000,870757000,618199000,618199000,619790000,525545000,2620373000,198539000,-627738000,-465166000,-156840000,56147000,1823810000,1986838000,8138365000,54019000,1.448594332,-0.8985826969,0.3810320497,-0.5049699545
"165",17768969765,6.83e+08,4.93e+08,1.975e+09,1.684e+09,4.06e+08,4.06e+08,3.98e+08,1.097e+09,9.258e+09,8.7e+07,-1.489e+09,-7.26e+08,-1.86e+08,2.03e+08,8.544e+09,4.104e+09,1.1223e+10,1.001e+09,0.2434554994,0.59998101,0.510263145,-0.904379189
"166",16185934230,602969000,424533000,677795000,812019000,415289000,415289000,447080000,186433000,879202000,9244000,-247251000,91400000,-424907000,11176000,290306000,2413724000,1196604000,209050000,-1.657590985,3.93265295,0.9728648663,-1.574439287
"167",1.50693e+11,5.555e+09,4.327e+09,1.5022e+10,1.3863e+10,3.677e+09,3.677e+09,3.695e+09,7.237e+09,1.4606e+10,6.5e+08,-1.22e+08,-1.64e+08,-2.905e+09,1.91e+08,1.1403e+10,3.5932e+10,1.60338e+11,8.308e+09,1.575472713,-0.3583175838,-0.3499196768,-1.377415895
"168",15342990555,999600000,9.87e+08,674200000,1137800000,751900000,751900000,751900000,507400000,2398900000,235100000,-446500000,-89600000,-441900000,5100000,1399700000,2302700000,4965100000,138200000,2.068912506,-0.5835420489,0.3599545658,-0.4458840489
"169",3.35611e+11,2.5361e+10,2.5361e+10,2.9274e+10,2.9676e+10,2.2111e+10,2.2112e+10,2.2112e+10,1.5359e+10,4.6483e+10,3.249e+09,-1.5572e+10,-1.2879e+10,0,4.152e+09,2.157e+10,8.4127e+10,5.5838e+10,4.315e+09,0.4226392508,-0.2887594998,0.9686822295,-0.2211161554
"170",7443070517,611100000,536600000,6.04e+08,760700000,389600000,389600000,389800000,453900000,1959400000,1.47e+08,-6800000,-689700000,-115200000,36100000,1364200000,2178200000,5485100000,149600000,-1.545109749,3.948832035,1.35746479,-1.067133427
"171",21863537076,4.538e+09,3.593e+09,3.863e+09,6.292e+09,2.602e+09,2.602e+09,2.894e+09,2.015e+09,5.183e+09,9.91e+08,9e+08,0,-2.18e+08,7.6e+07,4.29e+08,9.798e+09,1.8628e+10,1.754e+09,-0.4542817175,0.3712716699,0.9601828456,-0.5775020719
"172",80439652368,4.911e+09,4.353e+09,4.674e+09,8.006e+09,4.572e+09,4.572e+09,4.572e+09,-9.89e+08,4.0992e+10,-2.19e+08,2.27e+08,-6.9e+08,-5.35e+08,1.67e+08,3.672e+10,1.9416e+10,6.545e+10,3.095e+09,-0.1285731196,2.869870901,0.438770622,-1.439613461
"173",38279772893,3.947e+09,2.831e+09,1.41e+09,5.331e+09,9.81e+08,1.348e+09,1.348e+09,-1.265e+09,4.481e+09,1.483e+09,1.394e+09,8.5e+08,-7.11e+08,0,9.86e+08,6.814e+09,1.1261e+10,1.384e+09,-0.439026773,-0.2610022724,0.7707529664,-0.6879842877
"174",10569589494,603760000,603760000,761068000,663251000,453689000,453689000,453689000,708603000,1799926000,150071000,-551263000,-551263000,0,157855000,1209027000,1285492000,2161407000,59491000,1.641575217,-0.421808511,-0.3649589717,-1.374941826
"175",41865921883,1.368e+09,1.054e+09,1.993e+09,2.788e+09,8.46e+08,8.46e+08,8.81e+08,1.371e+09,2.854e+09,2.08e+08,-1.236e+09,-9.67e+08,-4.21e+08,8.4e+07,1.396e+09,1.0215e+10,8.423e+09,1.42e+09,1.063646078,0.5194929242,0.8747543097,-0.2519731522
"176",34827617402,1.758e+09,1.565e+09,1.545e+09,2.314e+09,1.187e+09,1.187e+09,1.187e+09,1.185e+09,2.754e+09,3.78e+08,-8.42e+08,-1.871e+09,0,7.3e+07,1.001e+09,2.293e+09,5.823e+09,5.56e+08,-1.364445686,-1.214492679,1.862989545,0.3197104335
"177",29669635515,2.765e+09,2.765e+09,2.856e+09,3.125e+09,2.118e+09,2.193e+09,2.193e+09,2.779e+09,6.693e+09,5.72e+08,1.452e+09,0,-4.67e+08,1.27e+08,3.928e+09,1.625e+10,6.693e+09,3.6e+08,1.51299262,-0.1111556217,-0.1218750104,-1.157410383
"178",4806611026,5.76e+08,5.78e+08,8.13e+08,7.49e+08,2.84e+08,2.84e+08,2.84e+08,5.39e+08,2.456e+09,2.94e+08,-6.16e+08,-4.49e+08,-1.57e+08,1.5e+07,1.885e+09,2.519e+09,7.782e+09,1.73e+08,-1.335713506,-0.7047606111,1.162108183,-0.4971346259
"179",5933477923,323250000,307103000,374157000,389712000,282425000,282425000,282425000,343384000,900318000,24678000,-318944000,-214582000,-88123000,34170000,568004000,1876786000,1775686000,66462000,-2.159071445,0.09671267867,1.705913544,-0.2414591461
"180",4238401800,490806000,413627000,162164000,707462000,224833000,224833000,292958000,32204000,669924000,188794000,-140491000,-42764000,-118734000,43029000,147958000,2963181000,19166599000,216656000,-2.031518459,0.4923877716,1.848329306,-0.1327088773
"181",5838545505,229055000,170895000,190831000,341528000,119671000,119671000,125050000,113028000,1187836000,51224000,-173284000,0,-99416000,19912000,932571000,1642315000,3832666000,112473000,-0.141326651,-0.8059572577,1.031989098,-0.2433545887
"182",11263126090,725400000,590900000,368400000,893600000,502100000,502100000,511500000,166300000,2086900000,88800000,-363300000,-196100000,-89200000,2.3e+07,1206400000,3121100000,4727800000,168200000,2.482941389,-1.002116561,-0.2211728692,-0.9088931084
"183",52925693519.2237,2.206e+09,3046224042.46284,1.317e+09,4790731578.7234,2396006944.7983,2420234570.21277,2453998002.12766,3.676e+09,3.648e+09,618344547.770701,1.036e+09,0,-7.7e+07,2.04e+08,7.947e+09,9.594e+09,24381936647.5584,1372016048.83227,1.566799164,0.6311554909,0.2149025649,-0.8765183091
"184",21631620450,2.172e+09,2.129e+09,1.317e+09,2.343e+09,2.187e+09,2.187e+09,2.228e+09,1.102e+09,3.648e+09,-5.8e+07,1.036e+09,0,-4.1e+07,0,1.396e+09,9.594e+09,1.0153e+10,1.71e+08,2.639005423,-0.9607689977,0.1540556848,-0.4981401265
"185",11883922282,352061000,241907000,516688000,596306000,233865000,241907000,249026000,148430000,627566000,0,-241309000,130918000,-301194000,0,277845000,2345891000,915436000,244245000,3.186530113,-0.3717630804,-0.2146258205,-0.8434070349
"186",7514267826,-1016600000,-1498900000,-185400000,-466200000,-1921600000,-1921600000,-1910800000,-553500000,2279900000,422700000,-444800000,-442600000,-238100000,22400000,3197500000,10357600000,12552900000,550400000,1.272651196,-0.1708531529,0.1341804564,-0.9479157329
"187",24847830694,3170900000,3073900000,1344400000,3431700000,2878900000,2913800000,2913800000,1232100000,3321300000,160100000,879100000,0,-96600000,50800000,2142900000,6595500000,6452700000,260800000,1.612982035,-0.6427755356,0.2317341566,-0.6742839217
